Edge ID,Number of Vehicles,Ratio
40888354#1,10,0.002336448598130841
40888354#2,9,0.002102803738317757
40888356#0,1,0.00023364485981308412
40888359,12,0.002803738317757009
40888360#0,9,0.002102803738317757
40888443,0,0.0
41203916#0,0,0.0
41203918#0,0,0.0
447569997#0,5,0.0011682242990654205
447569997#1,32,0.007476635514018692
4942376,10,0.002336448598130841
4942389#0,1,0.00023364485981308412
4942389#1,57,0.013317757009345794
51857516#1,174,0.04065420560747664
51857517#0,401,0.09369158878504673
51857517#0.33,401,0.09369158878504673
51857517#1,401,0.09369158878504673
51857518#1,253,0.05911214953271028
53396619#1,0,0.0
53396619#2,0,0.0
53396619#3,8,0.001869158878504673
53396619#4,8,0.001869158878504673
53396619#5,0,0.0
53396619#6,3,0.0007009345794392523
54169231#0,9,0.002102803738317757
54169231#1,10,0.002336448598130841
54169231#2,10,0.002336448598130841
612075153#0,37,0.008644859813084112
612075153#1,36,0.008411214953271028
653473568#0,176,0.041121495327102804
653473568#1,178,0.04158878504672897
653473569#0,178,0.04158878504672897
653473569#1,179,0.04182242990654206
653473569#2,242,0.05654205607476635
653473569#3,241,0.05630841121495327
653473569#5,250,0.05841121495327103
93386922,0,0.0
